2018-12-24 10:40:06.120465,25.0,520,18
2018-12-24 10:40:23.387224,25.0,400,0
2018-12-24 10:40:41.654663,25.0,400,0
2018-12-24 10:40:59.732969,25.0,405,0
2018-12-24 10:41:17.970073,25.0,400,0
2018-12-24 10:41:36.112544,25.0,406,0
2018-12-24 10:41:55.669539,25.0,470,10
2018-12-24 10:42:18.463121,25.0,486,13
2018-12-24 10:42:39.462593,25.0,461,9
2018-12-24 10:43:00.420462,25.0,702,46
2018-12-24 10:43:21.782155,25.0,567,25
2018-12-24 10:43:42.593129,25.0,405,0
2018-12-24 10:44:03.401255,25.0,523,18
2018-12-24 10:44:24.272287,25.0,637,36
2018-12-24 10:44:45.025480,25.0,674,41
2018-12-24 10:45:06.338948,25.0,643,37
2018-12-24 10:45:27.180631,25.0,699,45
2018-12-24 10:45:47.929490,25.0,602,30
2018-12-24 10:46:08.723661,25.0,602,30
2018-12-24 10:46:30.036210,25.0,581,27
2018-12-24 10:46:50.814710,25.0,581,27
2018-12-24 10:47:11.638361,25.0,549,22
2018-12-24 10:47:32.438038,25.0,505,15
2018-12-24 10:47:53.662313,25.0,529,19
2018-12-24 10:48:14.537323,25.0,523,18
2018-12-24 10:48:35.321035,25.0,505,15
2018-12-24 10:48:56.038813,25.0,508,16
2018-12-24 10:49:17.350405,25.0,505,15
2018-12-24 10:49:38.084091,25.0,501,15
2018-12-24 10:49:58.873356,25.0,492,14
2018-12-24 10:50:19.725124,25.0,492,14
2018-12-24 10:50:40.465813,25.0,501,15
2018-12-24 10:51:01.718304,25.0,477,11
2018-12-24 10:51:22.506968,25.0,481,12
2018-12-24 10:51:43.292388,25.0,472,10
2018-12-24 10:52:04.095848,25.0,472,10
2018-12-24 10:52:23.698934,25.0,466,10
2018-12-24 10:52:42.802201,25.0,466,10
2018-12-24 10:53:01.657343,25.0,457,8
2018-12-24 10:53:20.619739,25.0,457,8
2018-12-24 10:53:39.932054,25.0,466,10
2018-12-24 10:53:58.900043,25.0,460,9
2018-12-24 10:54:17.879024,25.0,444,6
2018-12-24 10:54:36.763024,25.0,448,7
2018-12-24 10:54:56.092637,25.0,452,7
2018-12-24 10:55:15.072174,25.0,439,5
2018-12-24 10:55:33.959195,25.0,444,6
2018-12-24 10:55:52.809508,25.0,428,4
2018-12-24 10:56:11.764884,25.0,439,5
2018-12-24 10:56:31.082261,25.0,439,5
2018-12-24 10:56:49.963128,25.0,434,5
2018-12-24 10:57:08.888563,25.0,424,3
2018-12-24 10:57:27.822223,25.0,428,4
2018-12-24 10:57:47.126542,25.0,439,5
2018-12-24 10:58:06.030109,25.0,460,9
2018-12-24 10:58:24.990115,25.0,428,4
2018-12-24 10:58:43.803485,25.0,417,2
2018-12-24 10:59:03.122736,25.0,420,3
2018-12-24 10:59:22.025675,25.0,413,1
2018-12-24 10:59:40.941469,25.0,409,1
2018-12-24 10:59:59.833269,25.0,420,3
2018-12-24 11:00:18.744644,25.0,428,4
2018-12-24 11:00:38.040700,25.0,424,3
2018-12-24 11:00:56.953725,25.0,417,2
2018-12-24 11:01:15.933307,25.0,466,10
2018-12-24 11:01:34.811603,25.0,417,2
2018-12-24 11:01:54.103137,25.0,417,2
2018-12-24 11:02:13.006035,25.0,400,0
2018-12-24 11:02:31.846641,25.0,416,2
2018-12-24 11:02:50.727031,25.0,408,1
2018-12-24 11:03:10.051688,25.0,400,0
2018-12-24 11:03:29.006161,25.0,439,5
2018-12-24 11:03:47.900327,25.0,413,1
2018-12-24 11:04:06.826445,25.0,417,2
2018-12-24 11:04:26.167848,25.0,417,2
2018-12-24 11:04:45.043625,25.0,421,3
2018-12-24 11:05:03.979238,25.0,408,1
2018-12-24 11:05:22.889301,25.0,400,0
2018-12-24 11:05:41.784249,25.0,409,1
2018-12-24 11:06:01.099207,25.0,432,4
2018-12-24 11:06:20.038041,25.0,407,1
2018-12-24 11:06:38.938607,25.0,402,0
2018-12-24 11:06:57.830219,25.0,451,7
2018-12-24 11:07:17.238896,25.0,407,1
2018-12-24 11:07:36.155993,25.0,407,1
2018-12-24 11:07:55.087809,25.0,405,0
2018-12-24 11:08:14.052754,25.0,408,1
2018-12-24 11:08:33.383511,25.0,417,2
2018-12-24 11:08:52.252028,25.0,410,1
2018-12-24 11:09:11.223352,25.0,407,1
2018-12-24 11:09:30.164350,25.0,400,0
2018-12-24 11:09:49.025775,25.0,409,1
2018-12-24 11:10:08.407795,25.0,432,4
2018-12-24 11:10:27.331543,25.0,416,2
2018-12-24 11:10:46.252109,25.0,439,5
2018-12-24 11:11:05.173538,25.0,403,0
2018-12-24 11:11:24.545550,25.0,409,1
2018-12-24 11:11:43.451833,25.0,416,2
2018-12-24 11:12:02.374593,25.0,416,2
2018-12-24 11:12:21.313950,25.0,423,3
2018-12-24 11:12:40.620407,25.0,409,1
2018-12-24 11:12:59.523002,25.0,409,1
2018-12-24 11:13:18.523791,25.0,400,0
2018-12-24 11:13:37.411073,25.0,414,2
2018-12-24 11:13:56.737210,24.6534401661,433,5
2018-12-24 11:14:15.693287,25.0,450,7
2018-12-24 11:14:34.596220,25.0,426,3
2018-12-24 11:14:53.491840,25.0,414,2
2018-12-24 11:15:12.461054,24.6534401661,420,3
2018-12-24 11:15:31.746257,24.6534401661,420,3
2018-12-24 11:15:50.668180,24.6534401661,420,3
2018-12-24 11:16:09.616790,24.6534401661,482,12
2018-12-24 11:16:28.581454,25.0,459,8
2018-12-24 11:16:47.892082,25.0,410,1
2018-12-24 11:17:06.931891,25.0,408,1
2018-12-24 11:17:25.876279,24.6534401661,403,0
2018-12-24 11:17:44.719433,24.6534401661,418,2
2018-12-24 11:18:04.033625,25.0,416,2
2018-12-24 11:18:22.937494,24.6534401661,408,1
2018-12-24 11:18:41.833630,24.6534401661,411,1
2018-12-24 11:19:00.704652,25.0,427,4
2018-12-24 11:19:19.629846,25.0,411,1
2018-12-24 11:19:38.940629,25.0,411,1
2018-12-24 11:19:57.827917,25.0,400,0
2018-12-24 11:20:16.825821,25.0,402,0
2018-12-24 11:20:35.720303,25.0,410,1
2018-12-24 11:20:55.072502,25.0,524,18
2018-12-24 11:21:14.097296,25.0,441,6
2018-12-24 11:21:32.942653,25.0,414,2
2018-12-24 11:21:51.865074,25.0,418,2
2018-12-24 11:22:11.184803,25.0,422,3
2018-12-24 11:22:30.158665,24.6534401661,400,0
2018-12-24 11:22:49.060662,25.0,406,0
2018-12-24 11:23:08.037211,25.0,403,0
2018-12-24 11:23:27.431775,24.6534401661,403,0
2018-12-24 11:23:46.307221,24.6534401661,423,3
2018-12-24 11:24:05.305263,24.6534401661,436,5
2018-12-24 11:24:24.263454,25.0,416,2
2018-12-24 11:24:43.174213,25.0,403,0
2018-12-24 11:25:02.543622,24.6534401661,405,0
2018-12-24 11:25:21.513804,24.6534401661,416,2
2018-12-24 11:25:40.426962,24.6534401661,427,4
2018-12-24 11:25:59.387841,24.6534401661,434,5
2018-12-24 11:26:18.855096,25.0,457,8
2018-12-24 11:26:37.803336,24.6534401661,446,7
2018-12-24 11:26:56.770222,24.6534401661,425,3
2018-12-24 11:27:15.765018,24.6534401661,409,1
2018-12-24 11:27:35.160130,25.0,413,1
2018-12-24 11:27:54.085721,25.0,416,2
2018-12-24 11:28:13.113824,25.0,488,13
2018-12-24 11:28:32.076940,24.6534401661,413,1
2018-12-24 11:28:50.971282,25.0,463,9
2018-12-24 11:29:10.396647,24.6534401661,446,7
2018-12-24 11:29:29.416547,24.6534401661,416,2
2018-12-24 11:29:48.383558,24.6534401661,405,0
2018-12-24 11:30:07.351709,24.6534401661,416,2
2018-12-24 11:30:26.753137,24.6534401661,473,11
2018-12-24 11:30:45.710145,24.6534401661,409,1
2018-12-24 11:31:04.703627,24.6534401661,409,1
2018-12-24 11:31:23.718277,24.6534401661,411,1
2018-12-24 11:31:43.064117,25.0,454,8
2018-12-24 11:32:02.013545,24.6534401661,411,1
